Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating
Regular,FDL50,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04238,12.15,125.4046,4
Regular,FDI38,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01465,13.35,207.3638,4
Regular,FDC14,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04131,14.5,42.0454,4
Regular,FDU50,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.07529,5.75,115.3176,4
Regular,FDJ15,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02336,11.35,184.4608,4
Regular,FDC16,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0206,11.5,86.054,4
Regular,FDQ26,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,13.5,57.8562,4
Regular,FDY38,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.11936,13.6,231.63,4
Regular,FDC40,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06517,16,79.3986,4
Regular,FDB40,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.00755,17.5,145.8102,4
Regular,FDD52,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.18358,18.25,110.857,4
Regular,FDA27,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03098,20.35,253.9672,4
Regular,FDR16,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.10518,5.845,214.4218,4
Regular,FDG17,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0359,6.865,244.4486,4
Regular,FDR40,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.00805,9.1,78.7618,4
Regular,FDT52,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0475,9.695,244.6144,4
Regular,FDT16,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04874,9.895,262.1278,4
Regular,FDG05,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,11,155.263,4
Regular,FDP28,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.08077,13.65,262.8936,4
Regular,FDH17,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01668,16.2,96.3726,4
Regular,FDV52,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.12171,20.7,119.7466,4
Regular,FDF53,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.08374,20.75,178.7318,4
Regular,FDN56,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.10722,5.46,144.8786,4
Regular,FDF44,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.05982,7.17,130.3968,4
Regular,FDH56,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06392,9.8,117.1492,4
Regular,FDD21,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03062,10.3,112.7176,4
Regular,FDO20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.15236,12.85,254.0382,4
Regular,FDS19,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06431,13.8,77.3012,4
Regular,FDC09,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02634,15.5,104.1332,4
Regular,FDR56,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.10092,15.5,199.0768,4
Regular,FDW07,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.14291,18,89.6514,4
Regular,FDF45,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01222,18.2,57.1904,4
Regular,FDI08,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0664,18.2,250.1092,4
Regular,FDC08,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.10361,19,228.372,4
Regular,FDX07,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02295,19.2,184.495,4
Regular,FDP08,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.11258,20.5,192.0478,4
Regular,FDY39,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0471,5.305,181.8608,4
Regular,FDO39,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.13758,6.985,182.8608,4
Regular,FDM51,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02597,11.8,102.2674,4
Regular,FDH31,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02044,12,98.0042,4
Regular,FDI07,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03381,12.35,198.1426,4
Regular,FDX03,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06119,15.85,47.1744,4
Regular,FDJ27,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.12207,17.7,103.3674,4
Regular,FDU27,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.17174,18.6,48.8376,4
Regular,FDN33,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.12331,6.305,93.5436,4
Regular,FDH46,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04135,6.935,103.1332,4
Regular,FDG46,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03296,8.63,115.0518,4
Regular,FDX33,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.11767,9.195,159.5578,4
Regular,FDS58,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02104,9.285,160.0578,4
Regular,FDU10,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04576,10.1,38.4848,4
Regular,FDB46,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.09391,10.5,213.7244,4
Regular,FDU21,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.07684,11.8,34.9558,4
Regular,FDO09,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.12547,13.5,264.491,4
Regular,FDW09,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02596,13.65,80.4302,4
Regular,FDP22,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.09929,14.65,49.8666,4
Regular,FDL57,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06718,15.1,258.8304,4
Regular,FDL09,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.12824,19.6,169.2816,4
Regular,DRD01,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06127,12.1,53.2614,4
Regular,DRB48,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02489,16.75,37.8822,4
Regular,DRA24,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03999,19.35,165.0868,4
Regular,FDE35,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04397,7.06,57.6904,4
Regular,FDD23,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04876,9.5,186.5898,4
Regular,FDH47,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.12902,13.5,98.4068,4
low fat,FDW11,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04886,12.6,61.0194,4
low fat,DRH59,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,10.8,72.338,4
low fat,NCA30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.12953,19,190.1872,4
reg,FDW12,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03563,8.315,146.6444,4
reg,FDS24,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06232,20.85,87.2514,4
reg,FDT23,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.07485,7.72,78.8986,4
reg,FDA52,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.12862,16.2,175.537,4
reg,FDT07,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,5.82,256.633,4
reg,FDT39,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.00988,6.26,149.8366,4
reg,FDI34,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.08527,10.65,229.7668,4
LF,FDM44,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.05436,,105.099,4
LF,FDY55,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0,,258.3988,4
LF,NCI54,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.05883,,110.4912,4
LF,NCX30,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.04661,,248.6776,4
LF,FDQ34,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.28407,,105.5622,4
LF,DRK49,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0,,40.5138,4
Low Fat,FDA36,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.00992,,183.6924,4
Low Fat,FDC48,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.02777,,82.1592,4
Low Fat,FDH12,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.14874,,107.128,4
Low Fat,FDH48,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.10589,,86.254,4
Low Fat,FDI24,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.13787,,175.037,4
Low Fat,FDS48,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.04864,,149.7708,4
Low Fat,FDY36,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.01648,,74.338,4
Low Fat,FDO23,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.25638,,94.8436,4
Low Fat,FDP11,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.12099,,216.1166,4
Low Fat,FDV47,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.09491,,84.5566,4
Low Fat,FDW47,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.0812,,121.7414,4
Low Fat,FDW59,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.03627,,85.9566,4
Low Fat,FDN01,Breakfast,2018,OUT019,Tier 1,Small,Grocery Store,0.12676,,176.937,4
Low Fat,FDP37,Breakfast,2018,OUT019,Tier 1,Small,Grocery Store,0.25056,,126.9994,4
Low Fat,FDA49,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.11367,,89.0198,4
Low Fat,FDT13,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.03252,,188.8214,4
Low Fat,DRD27,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.04174,,98.3042,4
Low Fat,DRH15,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.19244,,43.9428,4
Low Fat,FDB39,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.06744,,57.4272,4
Low Fat,FDD04,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.15753,,142.9154,4
Low Fat,FDH27,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.10216,,145.0128,4
Low Fat,FDR14,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.30474,,54.7298,4
Low Fat,FDV38,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.17819,,54.9956,4
Low Fat,FDZ38,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.01401,,171.3422,4
Low Fat,FDB17,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.06421,,180.1976,4
Low Fat,FDD16,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.06365,,74.7696,4
Low Fat,FDD53,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.07743,,41.8454,4
Low Fat,FDE16,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.04612,,206.7954,4
Low Fat,FDG04,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.01062,,185.1898,4
Low Fat,FDS40,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.02455,,34.619,4
Low Fat,FDT40,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.16773,,128.3678,4
Low Fat,FDU52,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.11165,,157.063,4
Low Fat,FDB32,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.04106,,93.5778,4
Low Fat,FDB45,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.03735,,106.5306,4
Low Fat,FDC32,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.17353,,92.0462,4
Low Fat,FDE08,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.08635,,149.8734,4
Low Fat,FDG44,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.17892,,55.7298,4
Low Fat,FDJ56,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.32112,,100.77,4
Low Fat,FDX08,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.03958,,179.9318,4
Low Fat,FDX20,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.07452,,227.372,4
Low Fat,FDX55,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.09666,,216.9166,4
Low Fat,DRO59,Hard Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.09482,,77.9012,4
Low Fat,DRP35,Hard Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.1591,,129.3336,4
Low Fat,NCQ05,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.03783,,151.0708,4
Low Fat,NCT29,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.11225,,123.3414,4
Low Fat,NCV29,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.04,,176.7686,4
Low Fat,NCD43,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.02805,,106.1964,4
Low Fat,NCE30,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.17357,,214.0902,4
Low Fat,NCF42,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.29307,,177.0712,4
Low Fat,NCH43,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.12356,,216.6192,4
Low Fat,NCH54,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.12723,,158.392,4
Low Fat,NCH55,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.06071,,127.502,4
Low Fat,NCJ06,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.06067,,119.8782,4
Low Fat,NCJ42,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.02504,,102.7332,4
Low Fat,NCM30,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.11783,,43.2796,4
Low Fat,NCR30,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.1243,,73.4696,4
Low Fat,NCS06,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.05557,,263.591,4
Low Fat,NCT30,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.14058,,47.1718,4
Low Fat,NCU18,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.09777,,142.4496,4
Low Fat,NCX18,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.0154,,194.911,4
Low Fat,NCX42,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.01047,,162.9526,4
Low Fat,NCZ18,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.32578,,252.7698,4
Low Fat,FDH19,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.05793,,175.1738,4
Low Fat,FDP27,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.20914,,190.953,4
Low Fat,FDV39,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0,,196.8426,4
Low Fat,NCL31,Others,2018,OUT019,Tier 1,Small,Grocery Store,0.2106,,144.747,4
Low Fat,NCQ43,Others,2018,OUT019,Tier 1,Small,Grocery Store,0.19487,,110.2912,4
Low Fat,FDH21,Seafood,2018,OUT019,Tier 1,Small,Grocery Store,0.05467,,158.6604,4
Low Fat,FDD58,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.10392,,100.67,4
Low Fat,FDH10,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.08633,,192.6478,4
Low Fat,FDN21,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.13456,,159.8236,4
Low Fat,FDN57,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.09496,,143.5154,4
Low Fat,FDP33,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.1563,,256.3672,4
Low Fat,FDP58,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.23662,,217.6482,4
Low Fat,FDW34,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.06229,,242.417,4
Low Fat,FDX45,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.18359,,154.663,4
Low Fat,FDZ45,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.11709,,197.9084,4
Low Fat,DRC25,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.07944,,86.7882,4
Low Fat,DRD25,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.13827,,111.686,4
Low Fat,DRE37,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.16497,,189.4872,4
Low Fat,DRG01,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.07858,,78.467,4
Low Fat,DRH36,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.05844,,73.0696,4
Low Fat,DRK37,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.07705,,189.453,4
Regular,FDC60,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.20043,,88.8514,4
Regular,FDQ36,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0,,38.1848,4
Regular,FDQ60,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.1915,,121.2098,4
Regular,FDU12,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.13263,,263.8568,4
Regular,FDZ59,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.18213,,165.65,4
Regular,FDS11,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.09728,,223.9088,4
Regular,FDS59,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.07685,,111.857,4
Regular,FDX35,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.13991,,227.9036,4
Regular,FDK25,Breakfast,2018,OUT019,Tier 1,Small,Grocery Store,0.27459,,167.8474,4
Regular,FDP49,Breakfast,2018,OUT019,Tier 1,Small,Grocery Store,0.12097,,55.8614,4
Regular,FDB14,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0,,92.312,4
Regular,FDJ02,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.04406,,147.2418,4
Regular,FDJ14,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0,,78.896,4
Regular,FDN38,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.16103,,251.2408,4
Regular,FDY49,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.02103,,164.7184,4
Regular,FDA26,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.12943,,219.3482,4
Regular,FDU26,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.07462,,120.1782,4
Regular,FDV26,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.13335,,193.0794,4
Regular,FDY02,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.15346,,264.091,4
Regular,FDH04,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.01991,,91.0488,4
Regular,FDI04,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.12766,,198.5426,4
Regular,FDL28,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0,,230.0668,4
Regular,FDQ40,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.06308,,175.7712,4
Regular,FDR52,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.13314,,190.8846,4
Regular,FDV16,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.1452,,35.4558,4
Regular,FDX52,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.07354,,192.282,4
Regular,FDA55,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.09978,,225.2088,4
Regular,FDC21,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.07522,,108.4254,4
Regular,FDL32,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.21442,,111.6544,4
Regular,FDN56,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.18744,,145.8786,4
Regular,FDR31,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.08608,,143.8102,4
Regular,FDS44,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.27321,,240.9538,4
Regular,FDU20,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.03757,,120.7098,4
Regular,FDV19,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.06173,,159.1578,4
Regular,FDW32,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.1651,,87.7882,4
Regular,FDX31,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0,,234.7958,4
Regular,FDY56,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.10927,,225.3062,4
Regular,FDZ07,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.16439,,62.8194,4
Regular,FDM27,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.27746,,156.3946,4
Regular,FDO15,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.015,,72.4038,4
Regular,FDP51,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.14931,,119.6124,4
Regular,FDQ03,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.13659,,238.0248,4
Regular,FDT15,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.07473,,183.795,4
Regular,FDT51,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.01912,,110.6544,4
Regular,FDV27,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.07002,,89.3514,4
Regular,FDG21,Seafood,2018,OUT019,Tier 1,Small,Grocery Store,0.25615,,151.005,4
Regular,FDG33,Seafood,2018,OUT019,Tier 1,Small,Grocery Store,0.24554,,172.2764,4
Regular,FDJ57,Seafood,2018,OUT019,Tier 1,Small,Grocery Store,0,,184.3582,4
Regular,FDB58,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.02363,,141.7154,4
Regular,FDC34,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.30248,,155.4972,4
Regular,FDG46,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.05762,,115.4518,4
Regular,FDP21,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.04507,,190.8872,4
Regular,FDU21,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.13433,,35.0558,4
Regular,FDY34,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.01923,,163.9842,4
Regular,DRA59,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.22399,,186.2924,4
Regular,DRL01,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.13512,,232.9958,4
Regular,FDB23,Starchy Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.00978,,225.9062,4
low fat,FDZ48,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.133,,113.5544,4
low fat,FDP25,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.03713,,216.4824,4
low fat,FDC20,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.04197,,55.4272,4
low fat,NCP55,Others,2018,OUT019,Tier 1,Small,Grocery Store,0.01959,,56.9614,4
LF,FDS13,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.12451,6.465,264.7884,4
LF,FDX25,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.10206,16.7,184.0292,4
LF,FDZ38,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.008,17.6,170.4422,4
LF,FDT40,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0958,5.985,128.4678,4
LF,FDE29,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.14313,8.905,58.8878,4
LF,FDO40,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03263,17.1,148.7392,4
LF,FDD20,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02071,14.15,124.2046,4
LF,FDU56,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04441,16.85,182.4266,4
LF,FDG32,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.176,19.85,224.0772,4
LF,NCM29,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01764,11.5,131.8626,4
LF,FDC11,Starchy Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.14179,20.5,89.7172,4
Low Fat,FDW23,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.08201,5.765,37.5164,4
Low Fat,FDK36,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.00722,7.09,47.6034,4
Low Fat,FDF12,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.08243,8.235,149.3076,4
Low Fat,FDX24,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01393,8.355,94.1462,4
Low Fat,FDK24,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.10129,9.195,46.2744,4
Low Fat,FDT60,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.07555,12,121.9388,4
Low Fat,FDA48,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.11487,12.1,221.4114,4
Low Fat,FDY36,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.00941,12.3,73.738,4
Low Fat,FDN12,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0811,15.6,112.3544,4
Low Fat,FDH24,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02143,20.7,157.0288,4
Low Fat,FDU35,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0,6.44,98.27,4
Low Fat,FDX59,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05166,10.195,33.3558,4
Low Fat,FDV59,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04803,13.35,218.9166,4
Low Fat,FDP11,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0691,15.85,216.6166,4
Low Fat,FDO25,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.12745,6.3,210.527,4
Low Fat,FDT25,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05075,7.5,122.2072,4
Low Fat,FDR49,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.13923,8.71,49.5376,4
